item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
0,10021026001,A,2604,22,39.0,28.0,32.0,34944.0,19.23,12,2912.0,1.602,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 24, 25, 48]",0.4,0.4
1,14503003001,A,2477,42,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[1, 2, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48, 54]",0.4,0.4
2,14023056001,A,1917,21,52.0,40.0,23.0,47840.0,4.86,12,3986.7,0.405,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 22, 24, 30, 38, 41, 52]",0.4,0.4
3,10021025001,A,1668,240,35.0,20.0,13.0,9100.0,7.77,24,379.2,0.324,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 66, 72, 84, 96, 120, 144, 288, 510, 810]",0.4,0.4
4,14014006001,A,1495,35,60.0,41.0,29.0,71340.0,2.55,6,11890.0,0.425,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19, 20, 22, 25, 30, 42, 46, 48, 54, 144]",0.4,0.4
5,14805012001,A,1446,191,41.0,27.0,13.0,14391.0,10.01,24,599.6,0.417,PCS,"[2, 4, 6, 8, 10, 12, 14, 18, 24, 30, 36, 42, 48, 60, 72, 180, 240, 288, 324, 840]",0.4,0.4
6,14014014001,A,1380,24,61.0,40.0,40.0,97600.0,3.4,10,9760.0,0.34,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 30, 54, 73]",0.4,0.4
7,14804007001,A,1283,104,41.0,28.0,13.0,14924.0,10.8,24,621.8,0.45,PCS,"[2, 4, 6, 8, 12, 18, 22, 24, 30, 36, 42, 48, 54, 60, 72, 144, 192]",0.4,0.4
8,14010040001,A,1258,16,38.0,33.0,21.0,26334.0,3.81,10,2633.4,0.381,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",0.4,0.4
9,14502009001,A,1210,103,37.0,37.0,14.0,19166.0,2.99,30,638.9,0.1,PCS,"[1, 5, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 65, 70, 75]",0.4,0.4
10,14500000001,A,1184,92,41.0,32.0,13.0,17056.0,3.55,30,568.5,0.118,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 55, 60, 70, 120]",0.4,0.4
11,10000011001,A,1119,502,40.0,27.0,10.0,10800.0,6.76,24,450.0,0.282,PCS,"[24, 48, 72, 96, 120, 144, 192, 240, 288, 480]",0.4,0.4
12,14010142001,A,1104,24,61.0,39.0,29.0,68991.0,2.45,8,8623.9,0.306,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 27, 30, 32, 44, 48]",0.4,0.4
13,10033043001,A,1052,88,41.0,27.0,24.0,26568.0,14.3,24,1107.0,0.596,PCS,"[2, 4, 8, 12, 16, 18, 20, 22, 24, 28, 32, 48, 52, 64, 72, 96]",0.4,0.4
14,14014015001,A,1050,20,60.0,40.0,35.0,84000.0,4.92,12,7000.0,0.41,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 55]",0.4,0.4
15,14011029001,A,965,15,59.0,39.0,40.0,92040.0,4.4,12,7670.0,0.367,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.4,0.4
16,14023028001,A,899,16,57.0,39.0,41.0,91143.0,3.61,12,7595.3,0.301,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15]",0.4,0.4
17,14020026001,A,881,15,42.0,22.0,13.0,12012.0,2.11,12,1001.0,0.176,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15]",0.4,0.4
18,14112013001,A,870,15,40.0,28.0,31.0,34720.0,3.33,10,3472.0,0.333,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 30]",0.4,0.4
19,14023104001,A,847,14,59.0,39.0,38.0,87438.0,3.36,12,7286.5,0.28,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17]",0.4,0.4
20,10002018001,A,817,106,41.0,27.0,12.0,13284.0,9.27,24,553.5,0.386,PCS,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]",0.4,0.4
21,14831007001,A,810,109,32.0,23.0,17.0,12512.0,7.92,48,260.7,0.165,PCS,"[3, 6, 9, 12, 15, 21, 24, 27, 30, 36, 39, 48, 57, 60, 87, 96, 108, 144]",0.4,0.4
22,14502014001,A,799,15,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[3, 6, 12, 18]",0.4,0.4
23,14505013001,A,797,96,35.0,32.0,14.0,15680.0,3.3,30,522.7,0.11,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 70]",0.4,0.4
24,14000057001,A,794,10,52.0,32.0,28.0,46592.0,4.41,10,4659.2,0.441,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.4,0.4
25,14102249001,A,767,12,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 21]",0.4,0.4
26,10021008001,A,756,272,35.0,20.0,11.0,7700.0,6.58,24,320.8,0.274,PCS,"[6, 12, 18, 24, 30, 48, 72, 96, 144, 624, 720]",0.4,0.4
27,14821003001,A,753,29,36.0,24.0,19.0,16416.0,12.8,48,342.0,0.267,PCS,"[3, 6, 9, 12, 30, 33, 36, 39]",0.4,0.4
28,14014005001,A,745,13,59.0,39.0,33.0,75933.0,4.64,12,6327.8,0.387,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.4,0.4
29,10035035001,A,743,169,35.0,20.0,11.0,7700.0,6.57,24,320.8,0.274,PCS,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 30, 34, 36, 42, 48, 54, 72, 78, 96, 240]",0.4,0.4
30,14011003001,A,743,10,43.0,33.0,20.0,28380.0,2.32,6,4730.0,0.387,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.4,0.4
31,14501010001,A,720,64,45.0,34.0,21.0,32130.0,3.0,24,1338.8,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48]",0.4,0.4
32,14502011001,A,720,87,45.0,33.0,20.0,29700.0,3.0,24,1237.5,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 39, 48, 54, 72, 168]",0.4,0.4
33,10031013001,A,713,111,40.0,20.0,14.0,11200.0,9.82,24,466.7,0.409,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 72, 84, 96]",0.4,0.4
34,14840003001,A,713,88,31.0,23.0,23.0,16399.0,11.19,48,341.6,0.233,PCS,"[1, 2, 3, 4, 6, 8, 9, 10, 12, 13, 15, 18, 21, 22, 24, 26, 30, 33, 36, 39, 41, 42, 44, 48, 57, 59, 65, 84, 96, 108]",0.4,0.4
35,14840006001,A,708,55,42.0,29.0,20.0,24360.0,17.32,48,507.5,0.361,PCS,"[3, 6, 9, 12, 15, 21, 120, 150]",0.4,0.4
36,14611010001,A,705,13,42.0,29.0,33.0,40194.0,20.78,6,6699.0,3.463,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.4,0.4
37,10034042001,A,700,125,34.0,20.0,11.0,7480.0,6.64,24,311.7,0.277,PCS,"[6, 12, 18, 24, 30, 48, 96]",0.4,0.4
38,10032006001,A,694,156,34.0,20.0,11.0,7480.0,6.61,24,311.7,0.275,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 60, 66, 72, 84, 96]",0.4,0.4
39,10010002001,A,693,142,35.0,20.0,11.0,7700.0,6.63,24,320.8,0.276,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]",0.4,0.4
40,10000002001,A,686,107,34.0,23.0,31.0,24242.0,13.31,6,4040.3,2.218,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 21, 22, 23, 24, 30, 36, 37, 39, 42, 48, 50, 54, 60]",0.4,0.4
41,14203017001,A,683,13,53.0,34.0,33.0,59466.0,6.06,40,1486.7,0.152,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 16, 20]",0.4,0.4
42,14102250001,A,681,11,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]",0.4,0.4
43,14832021001,A,681,41,35.0,27.0,12.0,11340.0,7.2,24,472.5,0.3,PCS,"[1, 2, 3, 4, 6, 8, 9, 12, 18, 21, 24, 30, 33, 40, 48]",0.4,0.4
44,10033018001,A,666,140,37.0,25.0,24.0,22200.0,14.89,24,925.0,0.62,PCS,"[1, 3, 4, 5, 7, 8, 9, 12, 15, 16, 19, 20, 24, 28, 36, 44, 48, 52, 64, 72, 96, 120]",0.4,0.4
45,14505016001,A,660,51,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 45, 48]",0.4,0.4
46,14131033001,A,658,7,53.0,31.0,25.0,41075.0,5.6,15,2738.3,0.373,PCS,"[1, 2, 3, 4, 5, 11]",0.4,0.4
47,14112007001,A,654,17,40.0,28.0,31.0,34720.0,3.65,10,3472.0,0.365,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 20, 30]",0.4,0.4
48,10031001001,A,654,143,35.0,20.0,11.0,7700.0,6.6,24,320.8,0.275,PCS,"[2, 4, 6, 12, 14, 18, 20, 22, 24, 30, 34, 48, 60, 72, 96]",0.4,0.4
49,10032013001,A,649,119,40.0,20.0,14.0,11200.0,9.8,24,466.7,0.408,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 240]",0.4,0.4
50,14510039001,B,535,7,35.0,24.0,5.0,4288.0,3.0,1,4287.5,3.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.5,0.5
51,10034019001,B,529,68,35.0,20.0,12.0,8400.0,6.66,24,350.0,0.278,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96]",0.5,0.5
52,14011052001,B,527,48,50.0,39.0,29.0,56550.0,2.45,24,2356.3,0.102,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 60, 68, 96, 120]",0.5,0.5
53,14010011001,B,525,6,51.0,42.0,24.0,51408.0,2.01,6,8568.0,0.335,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",0.5,0.5
54,10033037001,B,522,84,35.0,21.0,11.0,8085.0,6.58,24,336.9,0.274,PCS,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 120, 240]",0.5,0.5
55,14501063001,B,521,26,42.0,28.0,17.0,19992.0,1.8,12,1666.0,0.15,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36]",0.5,0.5
56,10000005001,B,516,68,40.0,28.0,12.0,13440.0,8.89,24,560.0,0.37,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96, 108]",0.5,0.5
57,14112014001,B,515,7,46.0,28.0,31.0,39928.0,3.51,10,3992.8,0.351,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18]",0.5,0.5
58,10000026001,B,506,43,34.0,22.0,14.0,10472.0,6.62,24,436.3,0.276,PCS,"[8, 16, 24, 32, 40, 48, 64, 72, 96]",0.5,0.5
59,14100003001,B,504,6,40.0,27.0,37.0,39960.0,4.36,12,3330.0,0.363,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 25]",0.5,0.5
60,14110009001,B,502,7,34.0,24.0,40.0,32640.0,3.16,12,2720.0,0.263,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.5,0.5
61,14501022001,B,498,17,34.0,26.0,15.0,13260.0,2.75,12,1105.0,0.229,PCS,"[1, 2, 3, 4, 5, 6, 9, 12, 15, 18, 24, 30]",0.5,0.5
62,14502077001,B,497,28,43.0,28.0,17.0,20468.0,1.8,12,1705.7,0.15,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 48]",0.5,0.5
63,14121106001,B,495,6,36.0,24.0,18.0,15552.0,1.81,10,1555.2,0.181,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
64,14133003001,B,495,6,44.0,26.0,35.0,40040.0,4.01,12,3336.7,0.334,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12]",0.5,0.5
65,14131041001,B,493,5,56.0,26.0,24.0,34944.0,3.92,8,4368.0,0.49,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5,0.5
66,14000039001,B,492,6,46.0,28.0,14.0,18032.0,2.8,12,1502.7,0.233,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12]",0.5,0.5
67,14021017001,B,491,6,61.0,47.0,38.0,108946.0,3.93,12,9078.8,0.328,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
68,14505041001,B,490,76,39.0,31.0,12.0,14508.0,2.08,40,362.7,0.052,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 260]",0.5,0.5
69,14503019001,B,485,22,43.0,29.0,23.0,28681.0,2.11,12,2390.1,0.176,PCS,"[3, 6, 9, 12, 15, 21, 24, 27, 30]",0.5,0.5
70,14101025001,B,483,6,45.0,41.0,24.0,44280.0,5.24,12,3690.0,0.437,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
71,14000197001,B,482,5,46.0,30.0,29.0,40020.0,3.46,12,3335.0,0.288,PCS,"[1, 2, 3, 4, 6, 8, 10]",0.5,0.5
72,10030007001,B,479,47,38.0,25.0,24.0,22800.0,14.88,24,950.0,0.62,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 48, 52, 60, 72]",0.5,0.5
73,10030048001,B,478,46,38.0,25.0,24.0,22800.0,14.97,24,950.0,0.624,PCS,"[4, 8, 12, 16, 20, 24, 44, 48]",0.5,0.5
74,10002021001,B,477,72,40.0,27.0,9.0,9720.0,6.99,24,405.0,0.291,PCS,"[24, 48, 72, 96, 144]",0.5,0.5
75,14500037001,B,475,5,41.0,37.0,38.0,57646.0,6.83,6,9607.7,1.138,PCS,"[1, 2, 3, 14, 25]",0.5,0.5
76,14023029001,B,475,7,59.0,39.0,40.0,92040.0,3.69,12,7670.0,0.308,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",0.5,0.5
77,10001012001,B,473,92,40.0,27.0,10.0,10800.0,6.79,24,450.0,0.283,PCS,"[24, 48, 72, 96, 168]",0.5,0.5
78,14820012001,B,471,12,42.0,29.0,18.0,21924.0,17.76,48,456.8,0.37,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 30]",0.5,0.5
79,14000032001,B,470,5,47.0,27.0,36.0,45684.0,5.15,12,3807.0,0.429,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]",0.5,0.5
80,14113066001,B,469,5,42.0,25.0,23.0,24150.0,3.74,8,3018.8,0.468,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12]",0.5,0.5
81,14011032001,B,468,7,51.0,31.0,26.0,41106.0,1.49,6,6851.0,0.248,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 17]",0.5,0.5
82,14810016001,B,465,19,35.0,26.0,18.0,16380.0,10.7,24,682.5,0.446,PCS,"[3, 6, 9, 12, 15, 18, 36, 84]",0.5,0.5
83,10032010001,B,465,65,34.0,20.0,11.0,7480.0,6.68,24,311.7,0.278,PCS,"[6, 12, 18, 24, 30, 48, 72]",0.5,0.5
84,14011028001,B,462,5,43.0,33.0,20.0,28380.0,2.256,6,4730.0,0.376,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
85,14001042001,B,461,4,50.0,33.0,34.0,56100.0,4.71,12,4675.0,0.392,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.5,0.5
86,14020053001,B,458,7,30.0,30.0,23.0,20700.0,2.87,16,1293.8,0.179,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20]",0.5,0.5
87,14805013001,B,456,4,44.0,29.0,25.0,31900.0,20.66,4,7975.0,5.165,PCS,"[1, 2, 3, 4, 5]",0.5,0.5
88,14501014001,B,456,41,37.0,37.0,14.0,19166.0,3.24,30,638.9,0.108,PCS,"[5, 10, 15, 20, 30, 60]",0.5,0.5
89,14505014001,B,455,30,42.0,29.0,18.0,21924.0,1.7,12,1827.0,0.142,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 48]",0.5,0.5
90,14001047001,B,452,7,47.0,32.0,23.0,34592.0,3.36,8,4324.0,0.42,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 24]",0.5,0.5
91,14000006001,B,452,5,60.0,34.0,29.0,59160.0,4.77,9,6573.3,0.53,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
92,14104118001,B,451,5,74.0,29.0,23.0,49358.0,5.22,15,3290.5,0.348,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
93,14104012001,B,442,5,74.0,29.0,23.0,49358.0,4.21,15,3290.5,0.281,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 15]",0.5,0.5
94,10001004001,B,440,31,34.0,23.0,31.0,24242.0,12.52,6,4040.3,2.087,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 15, 16, 17, 18, 21, 24, 31, 36, 39, 48]",0.5,0.5
95,10033064001,B,433,56,40.0,20.0,14.0,11200.0,9.82,24,466.7,0.409,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 120]",0.5,0.5
96,10021006001,B,432,112,42.0,28.0,24.0,28224.0,16.04,24,1176.0,0.668,PCS,"[4, 8, 12, 16, 20, 24, 28, 36, 48, 52, 64, 72, 96, 108, 120, 124, 128]",0.5,0.5
97,10040039001,B,422,11,36.0,18.0,35.0,22680.0,11.15,2,11340.0,5.575,PCS,"[2, 4, 6, 12, 18, 20]",0.5,0.5
98,14121014001,B,422,6,46.0,26.0,20.0,23920.0,2.7,12,1993.3,0.225,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
99,10002006001,B,422,21,34.0,23.0,31.0,24242.0,13.37,6,4040.3,2.228,PCS,"[1, 2, 3, 4, 6, 7, 12, 18, 22, 24, 36, 48]",0.5,0.5
100,14132015001,B,422,7,37.0,37.0,26.0,35594.0,4.14,12,2966.2,0.345,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 30]",0.5,0.5
101,10010035001,B,416,63,34.0,20.0,11.0,7480.0,6.61,24,311.7,0.275,PCS,"[6, 12, 18, 24, 30, 48, 54, 72]",0.5,0.5
102,14104129001,B,414,4,45.0,55.0,20.0,49500.0,5.75,12,4125.0,0.479,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.5,0.5
103,14502006001,B,412,10,37.0,31.0,14.0,16058.0,3.0,24,669.1,0.125,PCS,"[4, 5, 8]",0.5,0.5
104,10010004001,B,409,126,35.0,20.0,11.0,7700.0,6.73,24,320.8,0.28,PCS,"[6, 12, 18, 24, 36, 48, 72, 96, 720]",0.5,0.5
105,14020926001,B,408,6,62.0,45.0,36.0,100440.0,3.49,12,8370.0,0.291,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
106,14130007001,B,408,5,56.0,26.0,24.0,34944.0,3.92,8,4368.0,0.49,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5,0.5
107,14121019001,B,407,6,48.0,38.0,19.0,34656.0,3.65,12,2888.0,0.304,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
108,14502081001,B,406,135,38.0,31.0,13.0,15314.0,3.25,30,510.5,0.108,PCS,"[1, 4, 5, 6, 9, 10, 15, 20, 25, 26, 30, 35, 40, 45, 50, 55, 60, 110, 300]",0.5,0.5
109,10002008001,B,404,111,40.0,27.0,10.0,10800.0,6.8,24,450.0,0.283,PCS,"[24, 48, 72, 96, 120, 192]",0.5,0.5
